,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,total_logins_one_year,total_trades_one_year,referees_avg_logins_in_last_year,referees_avg_trades_in_last_year,target
36,<=1L,S,CAT,0,N,19.0,1.66001305055317,1.88999723914021,38.0,1.0,0.0,0.0,0.0
37,5_10L,P,CAT,0,N,20.0,1.06862513704365,132.0,3.0,0.0,0.0,0.0,0.0
38,<=1L,S,CAT,0,N,19.0,1.03577025295979,1.06862513704365,5.0,1.0,0.0,1.0,0.5
39,<=1L,S,CAT,0,N,23.0,2.21854607997883,132.0,12.0,0.0,0.0,0.0,0.0
40,<=1L,S,CAT,0,N,21.0,1.00291536887593,3.17133771841083,25.0,1.0,3.0,1.0,1.0
41,<=1L,S,CAT,0,Y,27.0,1.10148002112752,1.7257228187209,33.0,1.0,1.0,1.0,1.0
42,<=1L,P,CAT,0,N,20.0,6.81822985171952,132.0,1.0,0.0,0.0,0.0,0.0
43,5_10L,S,CAT,0,N,22.0,0.37867257128255,1.46288374605,50.0,2.0,0.0,0.0,0.0
44,<=1L,S,CAT,0,Y,21.0,0.575801875785722,0.970060484792067,17.0,1.0,17.0,1.0,0.5
45,5_10L,P,CAT,0,Y,21.0,3.30275725474628,132.0,18.0,0.0,0.0,0.0,0.0
46,5_10L,P,CAT,0,Y,25.0,4.22269400909442,132.0,21.0,0.0,0.0,0.0,0.0
47,5_10L,P,CAT,0,Y,28.0,132.0,1.79143258688862,0.0,1.0,2.0,0.0,0.0
48,5_10L,S,CAT,0,Y,21.0,132.0,0.838640948456619,0.0,1.0,0.0,0.0,0.0
49,<=1L,S,CAT,0,Y,19.0,3.79558051600421,0.37867257128255,31.0,1.0,0.0,0.0,0.0
50,5_10L,S,CAT,0,N,19.0,1.92285212322407,132.0,37.0,0.0,37.0,0.0,0.0
51,<=1L,S,CAT,0,Y,21.0,0.411527455366412,0.411527455366412,4.0,1.0,0.0,0.0,0.0
52,<=1L,S,CAT,0,N,19.0,0.312962803114826,0.740076296205033,16.0,1.0,0.0,0.0,0.0
53,<=1L,S,CAT,0,N,21.0,0.411527455366412,1.98856189139179,7.0,1.0,0.0,0.0,0.0
54,<=1L,S,CAT,0,Y,19.0,0.37867257128255,0.838640948456619,18.0,1.0,4.0,1.0,0.5
55,<=1L,S,CAT,0,N,28.0,6.88393961988724,9.6108949988478,31.0,1.0,5.0,1.0,0.16666666666666666
56,<=1L,S,CAT,0,Y,20.0,1.88999723914021,2.21854607997883,25.0,1.0,0.0,0.0,0.0
57,5_10L,P,CAT,0,Y,21.0,1.75857770280476,4.0584195886751,347.0,1.0,0.0,0.0,0.0
58,<=1L,S,CAT,0,N,19.0,1.00291536887593,2.02141677547565,20.0,1.0,26.0,1.0,0.3333333333333333
59,<=1L,S,CAT,0,N,21.0,0.772931180288895,2.02141677547565,48.0,2.0,4.5,1.0,0.6666666666666666
60,5_10L,P,CAT,0,N,23.0,4.78122703852007,132.0,27.0,0.0,0.0,0.0,0.0
61,<=1L,S,CAT,0,Y,20.0,2.05427165955952,2.02141677547565,18.0,2.0,0.0,0.0,0.0
62,<=1L,S,CAT,0,N,24.0,5.20834053161028,132.0,2.0,0.0,0.0,0.0,0.0
63,<=1L,S,CAT,0,N,23.0,0.37867257128255,0.838640948456619,71.0,2.0,0.0,0.0,0.0
64,5_10L,P,CAT,0,Y,22.0,6.09542240187455,132.0,13.0,0.0,0.0,0.0,0.0
65,<=1L,S,CAT,0,Y,20.0,1.26575444154683,4.22269400909442,37.0,2.0,0.0,0.0,0.0
66,<=1L,S,CAT,0,N,19.0,0.477237223534136,1.00291536887593,20.0,1.0,0.0,0.0,0.0
67,5_10L,P,CAT,0,Y,26.0,5.73401867695207,0.37867257128255,6.0,1.0,0.0,0.333333333333333,0.3333333333333333
68,1_5L,S,CAT,0,N,25.0,21.8986216462122,132.0,0.0,0.0,0.0,0.0,0.0
69,<=1L,S,CAT,0,Y,20.0,0.345817687198688,1.23289955746296,22.0,1.0,2.0,1.0,0.5
70,5_10L,S,CAT,0,Y,19.0,4.94550145893938,132.0,11.0,0.0,0.0,0.0,0.0
71,<=1L,S,CAT,0,N,21.0,0.312962803114826,0.312962803114826,5.0,1.0,0.0,0.0,0.0
72,5_10L,P,CAT,0,Y,19.0,5.56974425653276,132.0,7.0,0.0,0.0,0.0,0.0
73,<=1L,S,CAT,0,Y,35.0,0.937205600708205,1.23289955746296,31.0,1.0,11.0,1.0,1.0
74,<=1L,S,CAT,0,N,38.0,2.25140096406269,132.0,8.0,0.0,0.0,0.0,0.0
75,5_10L,P,CAT,0,Y,22.0,7.08106892439042,1.06862513704365,3.0,1.0,0.0,0.0,0.0
76,5_10L,P,CAT,0,N,24.0,4.41982331359759,132.0,23.0,0.0,0.0,0.0,0.0
77,<=1L,S,CAT,0,N,19.0,0.312962803114826,0.37867257128255,43.0,1.0,0.0,0.0,0.0
78,5_10L,P,CAT,0,Y,21.0,132.0,2.6785144571529,2.0,1.0,0.0,0.0,0.0
79,5_10L,P,CAT,0,Y,20.0,5.60259914061662,3.79558051600421,4.0,1.0,6.33333333333333,0.2,0.0625
80,5_10L,P,CAT,0,N,20.0,0.312962803114826,1.88999723914021,67.0,1.0,5.0,0.0,0.0
81,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
82,<=1L,S,CAT,0,Y,21.0,0.411527455366412,1.06862513704365,31.0,1.0,11.0,1.0,1.0
83,<=1L,S,CAT,0,N,20.0,0.312962803114826,0.641511643953447,19.0,1.0,5.0,0.5,0.2857142857142857
84,<=1L,S,CAT,0,N,42.0,0.871495832540481,1.10148002112752,7.0,1.0,0.0,0.0,0.0
85,<=1L,S,CAT,0,N,20.0,1.82428747097248,2.87564376165607,48.0,1.0,0.0,0.0,0.0
86,1_5L,S,CAT,0,N,23.0,26.0383370407788,132.0,0.0,0.0,0.0,1.0,0.5
87,5_10L,P,CAT,0,Y,19.0,1.98856189139179,0.37867257128255,19.0,1.0,0.0,0.0,0.0
88,1_5L,S,CAT,0,N,23.0,23.8370598071601,132.0,0.0,0.0,0.0,0.0,0.0
89,<=1L,ST,CAT,0,N,23.0,24.8884160978437,132.0,0.0,0.0,0.0,0.0,0.0
90,<=1L,S,CAT,0,Y,33.0,0.838640948456619,1.00291536887593,88.0,1.0,0.0,1.0,0.6
91,5_10L,S,CAT,0,Y,47.0,0.674366528037309,132.0,61.0,0.0,0.0,0.0,0.0
92,<=1L,ST,CAT,0,N,30.0,132.0,1.49573863013386,0.0,1.0,0.0,0.0,0.0
93,<=1L,S,CAT,0,Y,21.0,0.838640948456619,0.838640948456619,13.0,2.0,0.0,0.0,0.0
94,<=1L,S,CAT,0,Y,28.0,1.26575444154683,2.87564376165607,79.0,1.0,0.0,0.0,0.0
95,<=1L,S,CAT,0,N,21.0,0.444382339450274,0.772931180288895,7.0,1.0,0.0,0.0,0.0
96,5_10L,P,CAT,0,Y,26.0,0.970060484792067,132.0,35.0,0.0,0.0,0.0,0.0
97,<=1L,Student,CAT,0,N,19.0,5.60259914061662,132.0,13.0,0.0,13.0,0.333333333333333,0.25
98,5_10L,P,CAT,0,N,32.0,6.02971263370683,132.0,3.0,0.0,0.0,0.0,0.0
99,<=1L,S,CAT,0,N,19.0,1.46288374605,2.415675384482,15.0,1.0,0.0,0.0,0.0
100,<=1L,S,CAT,0,Y,27.0,132.0,2.44853026856586,0.0,1.0,0.0,1.0,1.0
101,<=1L,S,CAT,0,Y,20.0,1.23289955746296,2.87564376165607,18.0,1.0,0.0,0.0,0.0
102,1_5L,S,CAT,0,N,39.0,0.312962803114826,4.97835634302324,3652.0,43.0,358.0,46.0,1.0
103,<=1L,S,CAT,0,Y,22.0,0.54294699170186,1.23289955746296,14.0,2.0,2.0,1.0,1.0
104,5_10L,P,CAT,0,Y,24.0,7.14677869255814,132.0,17.0,0.0,5.0,0.0,0.0
105,5_10L,P,CAT,0,Y,19.0,0.411527455366412,0.740076296205033,44.0,1.0,10.3333333333333,0.25,0.16666666666666666
106,5_10L,P,CAT,0,N,32.0,0.312962803114826,0.575801875785722,1948.0,175.0,0.0,0.0,0.0
107,<=1L,S,CAT,0,Y,19.0,1.69286793463703,2.61280468898517,31.0,1.0,0.0,0.0,0.0
108,<=1L,S,CAT,0,N,19.0,1.49573863013386,1.88999723914021,152.0,1.0,0.0,0.0,0.0
109,5_10L,P,CAT,0,N,20.0,7.90244102648697,132.0,8.0,0.0,0.0,0.0,0.0
110,<=1L,S,CAT,0,Y,20.0,0.740076296205033,1.75857770280476,42.0,1.0,0.0,0.0,0.0
111,<=1L,S,CAT,0,N,19.0,0.312962803114826,0.312962803114826,5.0,1.0,0.0,0.0,0.5
112,<=1L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
113,<=1L,S,CAT,0,Y,19.0,0.937205600708205,1.10148002112752,11.0,1.0,1.0,1.0,1.0
114,<=1L,S,CAT,0,N,19.0,0.411527455366412,3.6313060955849,104.0,4.0,17.3333333333333,1.25,0.6666666666666666
115,<=1L,S,CAT,0,N,20.0,0.37867257128255,2.02141677547565,36.0,8.0,0.0,0.0,0.0
116,<=1L,S,CAT,0,Y,18.0,0.477237223534136,1.29860932563069,168.0,4.0,0.0,0.0,0.0
117,5_10L,P,CAT,0,Y,20.0,0.345817687198688,132.0,67.0,0.0,0.0,1.0,0.42857142857142855
118,5_10L,P,CAT,0,Y,22.0,3.30275725474628,132.0,14.0,0.0,2.0,0.0,0.0
119,5_10L,P,CAT,0,Y,31.0,1.75857770280476,1.98856189139179,78.0,2.0,0.0,0.0,0.0
120,5_10L,P,CAT,0,N,19.0,3.368467022914,0.37867257128255,177.0,1.0,4.0,0.0,0.0
121,<=1L,S,CAT,0,N,20.0,0.37867257128255,0.641511643953447,45.0,5.0,0.0,1.0,1.0
122,5_10L,P,CAT,0,N,20.0,1.66001305055317,2.415675384482,111.0,1.0,0.0,0.0,0.0
123,<=1L,S,CAT,0,N,48.0,0.54294699170186,1.06862513704365,30.0,1.0,1.0,1.0,0.3333333333333333
124,5_10L,S,CAT,0,N,29.0,1.39717397788227,132.0,21.0,0.0,0.0,0.0,0.0
125,<=1L,S,CAT,0,Y,19.0,0.312962803114826,0.411527455366412,11.0,3.0,0.0,0.0,0.0
126,5_10L,P,CAT,0,Y,20.0,1.03577025295979,0.871495832540481,12.0,1.0,0.0,0.0,0.0
127,<=1L,S,CAT,0,Y,19.0,1.23289955746296,1.56144839830159,12.0,1.0,1.0,1.0,1.0
128,<=1L,S,CAT,0,N,23.0,0.312962803114826,0.411527455366412,62.0,7.0,8.5,3.0,0.6666666666666666
129,<=1L,S,CAT,0,Y,20.0,0.871495832540481,132.0,13.0,0.0,0.0,0.0,0.0
130,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
131,<=1L,S,CAT,0,Y,20.0,1.00291536887593,2.48138515264972,20.0,1.0,0.0,0.0,0.0
132,<=1L,S,CAT,0,N,24.0,0.312962803114826,2.415675384482,80.0,1.0,0.0,0.0,0.0
133,5_10L,P,CAT,0,Y,39.0,1.59430328238545,132.0,22.0,0.0,0.0,0.0,0.0
134,5_10L,P,CAT,0,N,20.0,4.64980750218462,0.838640948456619,14.0,1.0,0.0,0.5,0.2
135,<=1L,S,CAT,0,Y,19.0,2.05427165955952,2.02141677547565,10.0,1.0,0.0,0.0,0.0
136,<=1L,S,CAT,0,N,27.0,2.28425584814655,2.38282050039814,10.0,1.0,0.0,0.0,0.0
137,<=1L,S,CAT,0,Y,61.0,1.88999723914021,1.79143258688862,8.0,1.0,1.0,1.0,0.16666666666666666
138,<=1L,P,CAT,0,N,32.0,132.0,0.740076296205033,0.0,1.0,0.0,0.0,0.0
139,<=1L,S,CAT,0,N,18.0,0.740076296205033,3.79558051600421,70.0,1.0,0.0,0.0,0.0
140,5_10L,P,CAT,0,Y,41.0,11.3522038552925,132.0,16.0,0.0,0.0,0.0,0.0
141,5_10L,P,CAT,0,Y,24.0,4.5840977340169,132.0,8.0,0.0,0.0,0.0,0.0
142,5_10L,S,CAT,0,N,23.0,0.937205600708205,1.10148002112752,53.0,1.0,4.0,1.0,1.0
143,<=1L,P,CAT,0,N,27.0,132.0,1.79143258688862,0.0,1.0,0.0,0.0,0.0
144,<=1L,P,CAT,0,N,21.0,132.0,3.17133771841083,0.0,1.0,0.0,0.0,0.0
145,<=1L,S,CAT,0,Y,21.0,1.10148002112752,1.06862513704365,1.0,1.0,0.0,0.0,0.0
146,5_10L,P,CAT,0,Y,19.0,1.06862513704365,3.40132190699786,23.0,1.0,177.0,1.0,0.5
147,5_10L,P,CAT,0,Y,18.0,4.68266238626848,132.0,16.0,0.0,21.0,0.0,0.0
148,<=1L,S,CAT,0,N,19.0,0.477237223534136,1.00291536887593,43.0,1.0,0.0,1.0,1.0
149,<=1L,S,CAT,0,N,42.0,0.312962803114826,1.00291536887593,29.0,1.0,9.0,1.0,0.6666666666666666
150,<=1L,P,CAT,0,N,22.0,2.18569119589497,3.17133771841083,98.0,1.0,25.0,0.0,0.0
151,5_10L,P,CAT,0,Y,20.0,4.38696842951373,1.69286793463703,41.0,1.0,9.0,0.0,0.0
152,5_10L,P,CAT,0,N,24.0,5.83258332920366,132.0,9.0,0.0,0.0,0.0,0.0
153,<=1L,S,CAT,0,N,25.0,0.411527455366412,0.575801875785722,12.0,1.0,8.0,1.0,1.0
154,<=1L,S,CAT,0,N,23.0,3.69701586375262,132.0,12.0,0.0,0.0,0.0,0.0
155,5_10L,P,CAT,0,Y,37.0,1.62715816646931,1.75857770280476,57.0,1.0,0.0,0.0,0.0
156,<=1L,S,CAT,0,Y,19.0,0.937205600708205,1.49573863013386,24.0,1.0,2.0,1.0,1.0
157,<=1L,S,CAT,0,N,18.0,0.37867257128255,0.805786064372757,36.0,1.0,7.0,1.0,1.0
158,<=1L,S,CAT,0,Y,20.0,0.345817687198688,1.23289955746296,19.0,2.0,0.0,0.0,0.0
159,<=1L,S,CAT,0,Y,21.0,2.08712654364338,2.87564376165607,92.0,1.0,0.0,0.0,0.0
160,<=1L,S,CAT,0,N,24.0,0.510092107617998,0.838640948456619,35.0,1.0,0.0,0.0,0.0
161,5_10L,P,CAT,0,N,19.0,1.06862513704365,132.0,10.0,0.0,0.0,0.0,0.0
162,<=1L,S,CAT,0,N,19.0,132.0,1.06862513704365,0.0,1.0,4.0,1.0,1.0
163,5_10L,P,CAT,0,N,56.0,4.51838796584917,132.0,22.0,0.0,0.0,0.0,0.0
164,5_10L,P,CAT,0,N,22.0,132.0,2.02141677547565,0.0,2.0,0.0,0.0,0.0
165,5_10L,P,CAT,0,Y,21.0,132.0,0.838640948456619,0.0,1.0,1.0,1.0,0.3333333333333333
166,<=1L,S,CAT,0,Y,22.0,0.444382339450274,2.02141677547565,16.0,1.0,0.0,1.0,0.5
167,5_10L,P,CAT,0,Y,21.0,5.04406611119097,132.0,2.0,0.0,0.0,0.0,0.0
168,5_10L,P,CAT,0,Y,22.0,4.71551727035235,132.0,264.0,0.0,8.0,0.5,0.16666666666666666
169,5_10L,P,CAT,0,Y,19.0,0.740076296205033,2.6785144571529,80.0,1.0,8.0,0.0,0.0
170,<=1L,Student,Franchisee,0,Y,22.0,0.411527455366412,0.641511643953447,25.0,1.0,2.0,1.0,1.0
171,5_10L,P,CAT,0,Y,27.0,0.54294699170186,4.87979169077166,897.0,49.0,0.0,0.0,0.0
172,5_10L,P,CAT,0,Y,28.0,4.12412935684283,132.0,12.0,0.0,0.0,0.0,0.0
173,1_5L,S,CAT,0,N,21.0,132.0,0.838640948456619,0.0,1.0,0.0,0.0,0.0
174,<=1L,S,CAT,0,Y,19.0,1.06862513704365,1.7257228187209,13.0,1.0,0.0,0.0,0.0
175,<=1L,S,CAT,0,Y,22.0,0.510092107617998,0.641511643953447,12.0,1.0,10.0,1.0,0.5
176,5_10L,S,CAT,0,N,23.0,0.37867257128255,0.37867257128255,8.0,1.0,5.0,1.0,1.0
177,<=1L,P,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
178,5_10L,P,CAT,0,N,18.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
179,<=1L,S,CAT,0,N,20.0,2.18569119589497,1.7257228187209,24.0,1.0,0.0,0.0,0.0
180,<=1L,S,CAT,0,N,24.0,0.312962803114826,0.608656759869584,32.0,1.0,2.5,0.5,0.5
181,5_10L,S,CAT,0,N,34.0,4.0584195886751,4.091274472758969,7.0,2.0,0.0,0.0,0.0
182,<=1L,S,CAT,0,Y,19.0,0.444382339450274,0.871495832540481,31.0,1.0,0.0,0.0,0.0
183,1_5L,B,CAT,0,N,24.0,132.0,132.0,4.0,0.0,0.0,0.0,0.0
184,<=1L,S,CAT,0,N,24.0,3.46703167516559,132.0,20.0,0.0,0.0,0.0,0.0
185,<=1L,S,CAT,0,N,19.0,0.970060484792067,1.7257228187209,17.0,1.0,0.0,0.0,0.0
186,5_10L,P,CAT,0,N,24.0,3.69701586375262,1.7257228187209,10.0,1.0,0.0,1.0,0.5
187,5_10L,P,CAT,0,N,20.0,3.79558051600421,1.88999723914021,20.0,1.0,1.5,0.0,0.0
188,<=1L,H,CAT,0,N,36.0,6.91679450397111,132.0,21.0,0.0,0.0,0.0,0.0
189,5_10L,S,CAT,0,N,55.0,0.411527455366412,0.411527455366412,7.0,1.0,0.0,0.0,0.0
190,<=1L,S,CAT,0,N,23.0,0.740076296205033,1.33146420971455,12.0,1.0,0.0,0.0,0.0
191,<=1L,S,CAT,0,Y,19.0,0.312962803114826,0.411527455366412,22.0,1.0,8.0,3.0,1.0
192,5_10L,P,CAT,0,Y,29.0,132.0,0.740076296205033,0.0,1.0,0.0,0.0,0.0
193,5_10L,P,CAT,0,N,23.0,0.37867257128255,0.641511643953447,43.0,2.0,0.0,0.0,0.0
194,<=1L,S,CAT,0,Y,20.0,0.411527455366412,1.00291536887593,17.0,1.0,5.0,1.0,1.0
195,<=1L,S,CAT,0,N,24.0,1.06862513704365,2.21854607997883,5.0,1.0,0.0,0.0,0.0
196,<=1L,S,CAT,0,Y,19.0,0.312962803114826,0.871495832540481,19.0,1.0,0.0,1.0,1.0
197,5_10L,P,CAT,0,N,21.0,3.8612902841719294,132.0,108.0,0.0,3.0,0.0,0.0
198,<=1L,S,CAT,0,Y,20.0,2.44853026856586,0.838640948456619,17.0,1.0,0.0,0.0,0.0
199,5_10L,P,CAT,0,Y,21.0,2.87564376165607,132.0,6.0,0.0,0.0,0.0,0.0
200,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,2.0,0.0,0.0
201,<=1L,S,CAT,0,N,21.0,0.312962803114826,0.740076296205033,16.0,1.0,1.5,2.0,1.0
202,5_10L,P,CAT,0,N,23.0,6.68681031538407,0.37867257128255,8.0,1.0,0.0,0.0,0.0
203,<=1L,S,CAT,0,N,22.0,2.21854607997883,3.79558051600421,20.0,1.0,0.0,0.0,0.0
204,<=1L,S,CAT,0,Y,24.0,4.55124284993304,132.0,6.0,0.0,0.0,0.0,0.0
205,5_10L,P,Franchisee,0,Y,27.0,1.46288374605,1.06862513704365,18.0,1.0,4.0,1.0,0.5
206,5_10L,P,CAT,0,Y,19.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
207,<=1L,S,CAT,0,N,25.0,4.81408192260393,132.0,13.0,0.0,0.0,0.0,0.0
208,<=1L,S,CAT,0,Y,24.0,1.56144839830159,1.49573863013386,2.0,1.0,0.0,0.0,0.0
209,<=1L,S,CAT,0,Y,23.0,1.13433490521138,1.7257228187209,17.0,1.0,0.0,1.0,1.0
210,<=1L,S,CAT,0,Y,25.0,0.37867257128255,1.33146420971455,30.0,1.0,4.0,1.0,0.2
211,<=1L,P,CAT,0,N,30.0,0.641511643953447,1.49573863013386,33.0,1.0,0.0,0.0,0.0
212,5_10L,S,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
213,5_10L,S,CAT,0,N,31.0,3.03991818207538,0.37867257128255,1.0,1.0,0.0,0.0,0.0
214,<=1L,S,CAT,0,N,37.0,0.37867257128255,1.03577025295979,29.0,1.0,6.0,1.0,0.3333333333333333
215,5_10L,S,CAT,0,N,23.0,0.477237223534136,1.43002886196614,31.0,1.0,2.75,1.0,1.0
216,<=1L,S,CAT,0,Y,20.0,1.59430328238545,1.75857770280476,17.0,1.0,0.0,0.0,0.0
217,<=1L,ST,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0
218,5_10L,P,CAT,0,Y,20.0,0.312962803114826,1.75857770280476,7.0,1.0,0.0,0.0,0.0
219,5_10L,P,CAT,0,N,18.0,1.75857770280476,132.0,38.0,0.0,0.0,0.0,0.0
220,<=1L,S,CAT,0,Y,23.0,1.39717397788227,2.02141677547565,32.0,2.0,1.0,1.0,1.0
221,<=1L,S,CAT,0,Y,76.0,1.85714235505634,2.415675384482,33.0,1.0,0.0,0.0,0.0
222,5_10L,P,CAT,0,N,36.0,2.38282050039814,132.0,208.0,0.0,18.3333333333333,0.285714285714286,0.2
223,<=1L,S,CAT,0,N,18.0,0.510092107617998,0.838640948456619,17.0,1.0,14.0,6.0,1.0
224,<=1L,S,CAT,0,N,18.0,1.39717397788227,2.25140096406269,13.0,1.0,27.0,1.0,1.0
225,<=1L,S,CAT,0,Y,26.0,0.312962803114826,0.411527455366412,10.0,1.0,0.0,0.0,0.0
226,<=1L,P,CAT,0,N,19.0,2.05427165955952,1.98856189139179,79.0,1.0,0.0,0.0,0.0
227,5_10L,P,CAT,0,Y,20.0,132.0,132.0,0.0,0.0,0.0,0.25,0.16666666666666666
228,<=1L,S,CAT,0,Y,19.0,2.05427165955952,1.88999723914021,31.0,1.0,0.0,0.0,0.0
229,<=1L,S,CAT,0,Y,20.0,0.411527455366412,0.411527455366412,4.0,1.0,0.0,0.0,0.0
230,5_10L,P,CAT,0,Y,20.0,0.37867257128255,3.13848283432697,56.0,2.0,5.66666666666667,0.75,0.2
231,<=1L,S,CAT,0,Y,21.0,0.444382339450274,1.06862513704365,21.0,1.0,6.0,1.0,0.5
232,5_10L,S,CAT,0,N,50.0,132.0,1.52859351421772,0.0,1.0,4.0,1.0,1.0
233,5_10L,P,CAT,0,N,19.0,132.0,1.79143258688862,0.0,1.0,0.0,0.0,0.0
234,<=1L,S,CAT,0,Y,19.0,1.7257228187209,1.69286793463703,7.0,1.0,0.0,0.0,0.0
235,5_10L,P,CAT,0,N,21.0,2.38282050039814,3.56559632741717,131.0,4.0,17.0,2.0,0.125
236,<=1L,S,CAT,0,Y,22.0,1.29860932563069,1.88999723914021,21.0,1.0,0.0,0.0,0.0
237,<=1L,S,CAT,0,Y,18.0,1.56144839830159,1.56144839830159,8.0,1.0,0.0,0.0,0.0
238,5_10L,P,CAT,0,Y,19.0,0.345817687198688,3.79558051600421,66.0,1.0,0.0,0.0,0.0
239,<=1L,S,CAT,0,N,21.0,0.312962803114826,1.00291536887593,53.0,10.0,7.0,2.5,0.6666666666666666
240,<=1L,S,CAT,0,Y,21.0,1.33146420971455,1.98856189139179,120.0,1.0,4.0,0.5,0.5
241,5_10L,P,CAT,0,N,21.0,1.88999723914021,132.0,19.0,0.0,3.0,1.0,0.5
242,5_10L,P,CAT,0,Y,19.0,5.10977587935869,132.0,6.0,0.0,0.0,0.0,0.0
243,5_10L,P,CAT,0,Y,51.0,6.52253589496476,132.0,4.0,0.0,6.0,1.0,0.4
